add,date,amount,price,area,type,age,floor.height,subject,pattern,car,use,lon,lat
臺北市中山區新生北路二段６８巷８號五樓之３,111/02/23,2660,93.3,39.78,住宅大樓(11層含以上有電梯),6,五層/十二層,房地(土地+建物)+車位,2房2廳1衛,230,住家用,121.5268045,25.0566792
臺北市中山區吉林路４６１巷１４號四樓,111/02/23,1770,57.3,30.91,公寓(5樓含以下無電梯),49,"四層,陽台/四層",房地(土地+建物),3房2廳1衛,0,住家用,121.5312455,25.0676618
臺北市中山區民權東路二段２００號四樓,111/02/23,1485,52.1,28.51,公寓(5樓含以下無電梯),46,四層/四層,房地(土地+建物),5房3廳2衛,0,住家用,121.5363207,25.0621565
臺北市中山區民族東路５１２巷１３弄２７號三樓,111/02/23,1400,42.2,33.18,公寓(5樓含以下無電梯),40,三層/五層,房地(土地+建物),3房2廳2衛,0,住家用,121.5431644,25.0667255
臺北市中山區錦西街５號五樓,111/02/23,5930,94.2,64.56,住宅大樓(11層含以上有電梯),9,五層/十四層,房地(土地+建物)+車位,3房2廳2衛,200,住家用,121.52233,25.0603992
臺北市中山區新生北路二段６８巷８號四樓之１６,111/02/22,2468,90.8,39.2,住宅大樓(11層含以上有電梯),6,四層/十二層,房地(土地+建物)+車位,2房2廳1衛,180,住家用,121.5268045,25.0566792
臺北市中山區松江路６９巷１１號四樓,111/02/22,2368,97.4,24.32,華廈(10層含以下有電梯),8,四層/七層,房地(土地+建物)+車位,2房2廳1衛,180,住家用,121.5343066,25.0494383
臺北市中山區民族東路２３４號二樓之１,111/02/22,1000,58.1,17.21,公寓(5樓含以下無電梯),50,二層/三層,房地(土地+建物),2房1廳1衛,0,住家用,121.5320232,25.0681348
臺北市中山區新生北路二段６０巷２號九樓之３,111/02/21,515,52.5,9.81,住宅大樓(11層含以上有電梯),40,九層/十二層,房地(土地+建物),1房0廳1衛,0,住家用,121.5271709,25.0555641
臺北市中山區新生北路三段５８號七樓之１１,111/02/21,590,59.4,9.93,住宅大樓(11層含以上有電梯),39,七層/十二層,房地(土地+建物),1房1廳1衛,0,住家用,121.5273562,25.0656476
臺北市中山區長春路２３５號十樓之２,111/02/21,710,73.4,9.68,住宅大樓(11層含以上有電梯),35,十層/十二層,房地(土地+建物),1房0廳1衛,0,住家用,121.5392701,25.0548427
臺北市中山區龍江路３３１巷１９號四樓,111/02/21,3070,76.4,40.2,華廈(10層含以下有電梯),41,四層/七層,房地(土地+建物),3房2廳2衛,0,住家用,121.5419764,25.0630121
臺北市中山區長安東路一段５１號三樓之２,111/02/21,4928,82.5,69.19,住宅大樓(11層含以上有電梯),15,三層/十三層,房地(土地+建物)+車位,4房2廳2衛,250,住家用,121.5262048,25.0489203
臺北市中山區新生北路三段４３號二樓之２５,111/02/21,1000,63.9,15.65,住宅大樓(11層含以上有電梯),44,二層/十一層,房地(土地+建物),1房1廳1衛,0,住家用,121.5280924,25.0654028
臺北市中山區松江路３７巷８號三樓,111/02/21,1050,89.3,11.76,華廈(10層含以下有電梯),16,三層/五層,房地(土地+建物),2房1廳1衛,0,住家用,121.533572,25.0475011
臺北市中山區南京東路三段８９巷１１之１號,111/02/21,1430,73.2,19.54,公寓(5樓含以下無電梯),51,二層/四層,房地(土地+建物),0房1廳1衛,0,住家用,121.5385055,25.0529277
臺北市中山區龍江路２９５巷１４號三樓之１,111/02/21,1100,51,21.55,公寓(5樓含以下無電梯),52,三層/四層,房地(土地+建物),2房2廳1衛,0,住家用,121.5416571,25.0606529
臺北市中山區錦州街３０巷１２號十樓之２,111/02/20,615,60.4,10.19,住宅大樓(11層含以上有電梯),25,十層/十一層,房地(土地+建物),1房1廳1衛,0,住家用,121.5246835,25.0595512
臺北市中山區錦州街３０巷１２號十樓之１,111/02/20,615,62,9.92,住宅大樓(11層含以上有電梯),25,十層/十一層,房地(土地+建物),1房1廳1衛,0,住家用,121.5246835,25.0595512
臺北市中山區林森北路４８１號三樓之２,111/02/20,1150,43.9,26.18,住宅大樓(11層含以上有電梯),19,三層/十四層,房地(土地+建物)+車位,1房1廳1衛,0,住家用,121.5257278,25.0611307
臺北市中山區松江路６４巷２２號五樓,111/02/20,2268,62.4,36.33,華廈(10層含以下有電梯),5,五層/七層,房地(土地+建物)+車位,2房2廳1衛,180,住家用,121.5310903,25.0488889
臺北市中山區松江路２號十一樓之１,111/02/20,792,68,11.66,住宅大樓(11層含以上有電梯),40,十一層/十三層,房地(土地+建物),1房1廳1衛,0,住家用,121.5326726,25.0462219
臺北市中山區通北街６５巷２弄２７號,111/02/19,2525,50.9,49.65,華廈(10層含以下有電梯),24,一層/九層,房地(土地+建物)+車位,3房2廳1衛,0,住家用,121.538699,25.083927
