amount,price,area,age,car,add,date,type,floor.height,subject,pattern,k
2888,80.4,40.29,16,250,臺北市內湖區行善路５９巷４０弄３２號五樓,111/01/21,華廈(10層含以下有電梯),五層/六層,房地(土地+建物)+車位,3房1廳2衛,2
800,61.7,12.97,13,0,臺北市內湖區民權東路六段１５０之１號二樓之１,111/01/18,住宅大樓(11層含以上有電梯),二層/十四層,房地(土地+建物),1房1廳1衛,2
720,59.3,12.14,30,0,臺北市內湖區大湖山莊街２１９巷３４弄３號三樓之１,111/01/18,華廈(10層含以下有電梯),三層/六層,房地(土地+建物),1房0廳1衛,2
3950,71.5,55.26,13,0,臺北市內湖區新豐街１０６號八樓之１,111/01/18,華廈(10層含以下有電梯),八層/十層,房地(土地+建物)+車位,3房2廳2衛,2
1800,35.2,51.13,14,0,臺北市內湖區安泰街８７號三樓之１,111/01/18,華廈(10層含以下有電梯),三層/六層,房地(土地+建物)+車位,3房2廳2衛,2
1160,62.9,18.43,14,0,臺北市內湖區成功路五段８３號六樓之２,111/01/16,住宅大樓(11層含以上有電梯),六層/十二層,房地(土地+建物)+車位,1房1廳1衛,2
920,79.2,11.62,25,0,臺北市內湖區康寧路三段５４之７號四樓之１,111/01/15,住宅大樓(11層含以上有電梯),"四層,電梯樓梯間/十三層",房地(土地+建物),1房1廳1衛,2
1370,52.5,26.12,14,0,臺北市內湖區安泰街９３號五樓,111/01/15,華廈(10層含以下有電梯),五層/七層,房地(土地+建物),2房2廳1衛,2
2560,61.8,41.43,26,0,臺北市內湖區星雲街１５０巷２４號三樓,111/01/15,華廈(10層含以下有電梯),三層/九層,房地(土地+建物)+車位,3房2廳2衛,2
1436,90.7,15.83,8,0,臺北市內湖區星雲街２１０巷２８號四樓,111/01/14,華廈(10層含以下有電梯),四層/七層,房地(土地+建物),1房2廳1衛,2
2808,49.3,56.98,11,0,臺北市內湖區新明路５３６巷５號三樓,111/01/13,華廈(10層含以下有電梯),三層/七層,房地(土地+建物)+車位,3房2廳2衛,2
891,75.7,11.76,13,0,臺北市內湖區民權東路六段１５０之１號十三樓之１５,111/01/11,住宅大樓(11層含以上有電梯),十三層/十四層,房地(土地+建物),0房1廳1衛,2
3200,56.2,56.94,20,0,臺北市內湖區內湖路一段６２９巷１０１弄２０號六樓之１,111/01/11,華廈(10層含以下有電梯),六層/八層,房地(土地+建物)+車位,3房2廳2衛,2
1630,77.2,21.11,27,0,臺北市內湖區文德路６６巷１４弄１２號十一樓,111/01/10,住宅大樓(11層含以上有電梯),十一層/十六層,房地(土地+建物),2房1廳1衛,2
2880,55.7,51.67,15,0,臺北市內湖區康寧路三段７５巷１７５弄２之７號四樓,111/01/09,華廈(10層含以下有電梯),四層/五層,房地(土地+建物)+車位,3房2廳2衛,2
1155,58.1,19.88,6,0,臺北市內湖區文湖街２１巷１１８弄４２號六樓,111/01/08,華廈(10層含以下有電梯),六層/七層,房地(土地+建物),2房2廳1衛,2
2268,76.1,30.43,15,150,臺北市內湖區南京東路六段１４８號十二樓,111/01/08,住宅大樓(11層含以上有電梯),十二層/十二層,房地(土地+建物)+車位,2房2廳1衛,2
1520,56,27.15,28,0,臺北市內湖區東湖路１１３巷８６號六樓之１,111/01/08,華廈(10層含以下有電梯),六層/六層,房地(土地+建物),2房2廳1衛,2
1780,77.6,23.05,13,150,臺北市內湖區民權東路六段２５６號七樓之２,111/01/08,華廈(10層含以下有電梯),七層/八層,房地(土地+建物)+車位,4房1廳1衛,2
1260,67.9,18.55,16,0,臺北市內湖區東湖路４３巷２６弄９號五樓之２,111/01/07,華廈(10層含以下有電梯),五層/八層,房地(土地+建物)+車位,1房1廳1衛,2
980,56.3,17.41,25,0,臺北市內湖區安泰街１２５巷１１號六樓,111/01/05,華廈(10層含以下有電梯),六層/八層,房地(土地+建物),2房2廳1衛,2
1547,57.8,26.76,7,0,臺北市內湖區內湖路二段３３８之１號九樓,111/01/05,住宅大樓(11層含以上有電梯),九層/十四層,房地(土地+建物)+車位,3房2廳2衛,2
1547,57.8,26.76,7,0,臺北市內湖區內湖路二段３３８之１號九樓,111/01/05,住宅大樓(11層含以上有電梯),九層/十四層,房地(土地+建物)+車位,3房2廳2衛,2
3700,72,51.37,21,0,臺北市內湖區成功路五段４５巷１２號三樓之１,111/01/04,華廈(10層含以下有電梯),三層/九層,房地(土地+建物)+車位,3房2廳2衛,2
800,56.6,14.13,7,0,臺北市內湖區民權東路六段１９０巷２１弄３１號二樓,111/01/04,公寓(5樓含以下無電梯),二層/五層,房地(土地+建物)+車位,1房1廳1衛,2
2900,66.4,43.65,32,280,臺北市內湖區內湖路二段３００號七樓之３,111/01/04,華廈(10層含以下有電梯),七層/七層,房地(土地+建物)+車位,5房3廳2衛,2
790,69.8,11.31,28,0,臺北市內湖區金龍路２２２巷１６號十樓之６,111/01/03,住宅大樓(11層含以上有電梯),十層/十二層,房地(土地+建物),1房1廳1衛,2
903,66,13.68,12,0,臺北市內湖區成功路二段１９３巷８號五樓之３,111/01/03,華廈(10層含以下有電梯),五層/七層,房地(土地+建物),2房1廳1衛,2
2594,69.8,42.27,3,170,臺北市內湖區文湖街２１巷１１８弄１２號五樓,111/01/03,華廈(10層含以下有電梯),五層/七層,房地(土地+建物)+車位,3房2廳1衛,2
2560,67.6,37.86,9,0,臺北市內湖區康樂街１３６巷１８弄３５號十四樓,111/01/02,住宅大樓(11層含以上有電梯),十四層/十四層,房地(土地+建物)+車位,3房2廳2衛,2
2388,84.5,28.78,2,200,臺北市內湖區民權東路六段２１０巷２１弄７號八樓之１,111/01/02,華廈(10層含以下有電梯),八層/九層,房地(土地+建物)+車位,3房2廳1衛,2
650,33.4,19.48,7,0,臺北市內湖區康樂街２０１巷６號三樓,111/01/01,華廈(10層含以下有電梯),三層/四層,房地(土地+建物),2房2廳2衛,2
220,60.8,3.62,15,0,臺北市北投區新民路５３之１號八樓之６,111/10/26,華廈(10層含以下有電梯),八層/十層,房地(土地+建物),1房1廳1衛,2
749,90,8.32,13,0,臺北市北投區西安街二段２６７號三樓之５,111/10/18,華廈(10層含以下有電梯),三層/七層,房地(土地+建物),1房1廳1衛,2
620,42,14.76,14,0,臺北市北投區幽雅路７號四樓之１３,111/10/16,住宅大樓(11層含以上有電梯),四層/十三層,房地(土地+建物),未知,2
850,58.5,14.52,22,0,臺北市北投區泉源路４８號八樓之３,111/10/12,住宅大樓(11層含以上有電梯),八層/十三層,房地(土地+建物),1房2廳1衛,2
1245,57.4,21.7,29,0,臺北市北投區石牌路二段３４８巷１５號四樓之１,111/10/11,華廈(10層含以下有電梯),四層/六層,房地(土地+建物)+車位,1房1廳1衛,2
1545,71,21.77,13,0,臺北市北投區光明路１６８號十樓,111/10/09,住宅大樓(11層含以上有電梯),十層/十一層,房地(土地+建物),2房2廳1衛,2
1420,45.7,31.05,6,0,臺北市北投區新民路６２巷１５弄１號四樓,111/10/08,華廈(10層含以下有電梯),四層/五層,房地(土地+建物)+車位,2房1廳1衛,2
480,45.4,10.58,27,0,臺北市北投區中和街３９８巷５弄２號五樓之８,111/10/06,華廈(10層含以下有電梯),五層/十層,房地(土地+建物),1房1廳1衛,2
2106,75,28.08,1,0,臺北市北投區西安街二段２６３號七樓,111/10/03,住宅大樓(11層含以上有電梯),七層/十二層,房地(土地+建物),2房2廳1衛,2
1550,60.9,25.26,11,150,臺北市北投區復興四路３６號,111/10/02,華廈(10層含以下有電梯),一層/七層,房地(土地+建物)+車位,2房2廳2衛,2
835,76.4,10.94,15,0,臺北市北投區光明路６８號十七樓之６,111/10/01,住宅大樓(11層含以上有電梯),十七層/二十三層,房地(土地+建物),1房1廳1衛,2
2340,81.2,40.88,4,250,臺北市北投區三合街一段８２巷１０６號九樓,111/10/01,華廈(10層含以下有電梯),九層/九層,房地(土地+建物)+車位,2房2廳1衛,2
1515,64.3,23.56,2,0,臺北市北投區中央北路三段４０巷３８弄２２之１號,111/09/27,華廈(10層含以下有電梯),一層/七層,房地(土地+建物),2房2廳1衛,2
2655,47.9,55.47,7,0,臺北市北投區中央北路二段３５０巷７０號八樓,111/09/26,住宅大樓(11層含以上有電梯),八層/十四層,房地(土地+建物)+車位,3房2廳2衛,2
678,51.5,13.17,25,0,臺北市北投區泉源路３４之１號八樓之１,111/09/25,華廈(10層含以下有電梯),八層/十層,房地(土地+建物),1房1廳1衛,2
2116,70.8,37.77,1,200,臺北市北投區稻香路１６１巷１６弄６之１號五樓,111/09/24,華廈(10層含以下有電梯),五層/五層,房地(土地+建物)+車位,2房2廳1衛,2
2088,67.8,38.54,1,200,臺北市北投區稻香路１６１巷１６弄６之３號三樓,111/09/23,華廈(10層含以下有電梯),三層/五層,房地(土地+建物)+車位,2房2廳1衛,2
1200,41,36.27,10,180,臺北市北投區奇岩路１０號四樓之３,111/09/22,華廈(10層含以下有電梯),四層/五層,房地(土地+建物)+車位,1房1廳1衛,2
1515,42.8,35.41,19,0,臺北市北投區稻香路１６１巷７號十樓之１,111/09/18,住宅大樓(11層含以上有電梯),十層/十一層,房地(土地+建物)+車位,3房2廳1衛,2
2050,79.7,25.72,28,0,臺北市北投區實踐街８２巷１號四樓,111/09/18,華廈(10層含以下有電梯),四層/六層,房地(土地+建物),3房2廳1衛,2
440,60.8,7.24,15,0,臺北市北投區新民路５３之１號八樓之６,111/09/18,華廈(10層含以下有電梯),八層/十層,房地(土地+建物),1房1廳1衛,2
1406,51.2,27.45,9,0,臺北市北投區新民路５７號七樓之１,111/09/11,華廈(10層含以下有電梯),七層/七層,房地(土地+建物)+車位,2房2廳1衛,2
416,47.8,8.71,27,0,臺北市北投區溫泉路６５巷１０號四樓之２,111/09/11,華廈(10層含以下有電梯),四層/七層,房地(土地+建物),0房1廳1衛,2
1350,56.2,24,14,0,臺北市北投區中央北路三段４０巷１９弄１１號八樓之３,111/09/11,住宅大樓(11層含以上有電梯),八層/十一層,房地(土地+建物),2房2廳1衛,2
1060,61,17.38,29,0,臺北市北投區石牌路二段３４８巷１５號二樓之１,111/09/10,華廈(10層含以下有電梯),二層/六層,房地(土地+建物),1房1廳1衛,2
680,39.6,17.19,14,0,臺北市北投區幽雅路７號十二樓之１１,111/09/08,住宅大樓(11層含以上有電梯),十二層/十三層,房地(土地+建物),未知,2
880,62.6,14.05,24,0,臺北市北投區公館路４１８號四樓之２,111/09/05,住宅大樓(11層含以上有電梯),"四層,電梯樓梯間/十四層",房地(土地+建物),1房1廳1衛,2
2180,58,37.62,15,150,臺北市北投區知行路２５６號四樓,111/09/04,華廈(10層含以下有電梯),四層/六層,房地(土地+建物)+車位,2房2廳2衛,2
3490,67.1,52.01,20,0,臺北市北投區中山路３號二十四樓之８,111/09/02,住宅大樓(11層含以上有電梯),二十四層/二十五層,房地(土地+建物),1房2廳2衛,2
3285,70.6,46.54,18,0,臺北市北投區行義路１２之１號六樓,111/09/01,住宅大樓(11層含以上有電梯),六層/十一層,房地(土地+建物)+車位,3房2廳2衛,2
1650,51.8,31.85,14,0,臺北市北投區崗山路１８號四樓,111/09/01,華廈(10層含以下有電梯),四層/七層,房地(土地+建物)+車位,3房2廳2衛,2
3100,50.2,61.7,15,0,臺北市北投區中山北路七段２１９巷３弄２７６號四樓,111/08/31,華廈(10層含以下有電梯),四層/七層,房地(土地+建物)+車位,3房2廳2衛,2
2200,37.8,58.19,7,0,臺北市北投區中央北路二段３５０巷６２號十二樓,111/08/29,住宅大樓(11層含以上有電梯),十二層/十四層,房地(土地+建物)+車位,3房2廳2衛,2
2470,42.7,57.79,3,0,臺北市北投區文化三路１７２號八樓,111/08/27,華廈(10層含以下有電梯),八層/十層,房地(土地+建物)+車位,2房1廳1衛,2
1120,41,27.32,15,0,臺北市北投區新民路５３之１號四樓,111/08/27,華廈(10層含以下有電梯),四層/十層,房地(土地+建物)+車位,1房1廳1衛,2
2766.7,49.9,55.47,7,0,臺北市北投區中央北路二段３５０巷７８號八樓,111/08/25,住宅大樓(11層含以上有電梯),八層/十四層,房地(土地+建物)+車位,3房2廳2衛,2
1458,60.5,24.11,15,0,臺北市北投區民族街１１巷１２號四樓之１,111/08/23,華廈(10層含以下有電梯),四層/七層,房地(土地+建物),1房2廳1衛,2
1136,45.4,28.74,14,150,臺北市北投區幽雅路７號八樓之７,111/08/21,住宅大樓(11層含以上有電梯),八層/十三層,房地(土地+建物)+車位,1房1廳1衛,2
875,73.3,11.93,4,0,臺北市北投區石牌路二段３１５巷３４弄２６號五樓,111/08/18,華廈(10層含以下有電梯),五層/七層,房地(土地+建物),1房1廳1衛,2
1045,73.3,17.19,4,170,臺北市北投區石牌路二段３１５巷３４弄２２號五樓,111/08/18,華廈(10層含以下有電梯),五層/七層,房地(土地+建物)+車位,1房1廳1衛,2
980,55.8,17.58,27,0,臺北市北投區中央北路一段１６７巷１１號七樓之１,111/08/18,華廈(10層含以下有電梯),七層/八層,房地(土地+建物),1房1廳1衛,2
3250,63.6,51.12,2,0,臺北市北投區三合街一段１１７巷７６號二樓,111/08/18,華廈(10層含以下有電梯),二層/九層,房地(土地+建物)+車位,3房2廳2衛,2
630,46.1,13.65,10,0,臺北市北投區奇岩路１２之５號四樓,111/08/17,公寓(5樓含以下無電梯),四層/五層,房地(土地+建物),未知,2
482,49.5,9.73,27,0,臺北市北投區中和街３９８巷５弄２號六樓之２,111/08/17,華廈(10層含以下有電梯),六層/十層,房地(土地+建物),1房0廳1衛,2
2099,68.4,38.48,1,200,臺北市北投區稻香路１６１巷１６弄１０之３號二樓,111/08/15,華廈(10層含以下有電梯),二層/五層,房地(土地+建物)+車位,2房2廳1衛,2
1165,43.9,26.57,17,0,臺北市北投區溫泉路３７巷３０號十一樓之６,111/08/14,住宅大樓(11層含以上有電梯),十一層/十三層,房地(土地+建物)+車位,1房1廳1衛,2
680,67.1,10.13,27,0,臺北市北投區天母北路１０５巷１５弄１號四樓之３,111/08/12,住宅大樓(11層含以上有電梯),四層/十一層,房地(土地+建物),0房1廳1衛,2
1450,26.1,55.47,7,0,臺北市北投區中央北路二段３５０巷７２號十二樓,111/08/11,住宅大樓(11層含以上有電梯),十二層/十四層,房地(土地+建物)+車位,3房2廳2衛,2
1600,50.2,31.86,15,0,臺北市北投區光明路２６號二十三樓之１,111/08/10,住宅大樓(11層含以上有電梯),二十三層/二十九層,房地(土地+建物)+車位,4房2廳2衛,2
870,57.5,15.12,1,0,臺北市北投區大屯路９之２號二樓,111/08/09,華廈(10層含以下有電梯),二層/七層,房地(土地+建物),1房1廳1衛,2
1250,46.7,26.76,5,0,臺北市北投區長壽路１８巷６號三樓,111/08/08,華廈(10層含以下有電梯),三層/五層,房地(土地+建物)+車位,2房2廳1衛,2
2000,43.6,45.83,21,200,臺北市北投區知行路２６０巷１０號四樓,111/08/05,華廈(10層含以下有電梯),四層/八層,房地(土地+建物)+車位,3房2廳2衛,2
1350,57.5,25,1,160,臺北市北投區大屯路９之１號二樓,111/08/04,華廈(10層含以下有電梯),二層/七層,房地(土地+建物)+車位,2房1廳1衛,2
2300,59.4,38.73,15,0,臺北市北投區中山北路七段２１９巷３弄２８０號四樓之２,111/08/02,華廈(10層含以下有電梯),四層/七層,房地(土地+建物)+車位,2房2廳1衛,2
2200,56.4,40.23,14,240,臺北市北投區崗山路１８號七樓,111/08/01,華廈(10層含以下有電梯),"七層,夾層/七層",房地(土地+建物)+車位,3房2廳2衛,2
3218,65.9,48.8,7,0,臺北市北投區東華街一段３８２號五樓之３,111/08/01,住宅大樓(11層含以上有電梯),五層/十一層,房地(土地+建物)+車位,2房2廳2衛,2
2088,63.1,33.08,7,0,臺北市北投區三合街一段８２巷９７號四樓,111/07/31,華廈(10層含以下有電梯),四層/九層,房地(土地+建物)+車位,1房2廳1衛,2
658,39.2,16.8,23,0,臺北市北投區新民路１７號六樓,111/07/31,華廈(10層含以下有電梯),六層/七層,房地(土地+建物)+車位,2房1廳1衛,2
790,75.3,10.49,28,0,臺北市北投區榮華一路３之１號五樓,111/07/29,華廈(10層含以下有電梯),五層/五層,房地(土地+建物),2房1廳1衛,2
2960,51.3,57.74,5,0,臺北市北投區福美路２１６號九樓,111/07/26,華廈(10層含以下有電梯),九層/十層,房地(土地+建物)+車位,4房2廳2衛,2
1750,52.5,33.36,19,0,臺北市北投區中央北路三段４０巷３８弄２０號四樓,111/07/26,華廈(10層含以下有電梯),四層/七層,房地(土地+建物),3房2廳2衛,2
1250,88.9,16.77,22,180,臺北市北投區明德路２８８號五樓之１,111/07/24,華廈(10層含以下有電梯),五層/十層,房地(土地+建物)+車位,1房1廳1衛,2
2950,71.6,41.18,15,0,臺北市北投區中山北路七段２１９巷３弄２８０號五樓,111/07/24,華廈(10層含以下有電梯),五層/七層,房地(土地+建物)+車位,3房2廳2衛,2
1970,75.2,26.18,14,0,臺北市北投區北投路一段７７號十一樓之２,111/07/21,住宅大樓(11層含以上有電梯),十一層/十一層,房地(土地+建物),2房2廳2衛,2
1100,55,19.99,12,0,臺北市北投區永興路二段４７號六樓之１,111/07/21,華廈(10層含以下有電梯),六層/八層,房地(土地+建物)+車位,1房1廳1衛,2
1858,77.7,34.36,5,250,臺北市北投區光明路２０５號十八樓,111/07/21,住宅大樓(11層含以上有電梯),十八層/二十四層,房地(土地+建物)+車位,1房1廳1衛,2
2188,26.1,83.85,10,0,臺北市北投區西安街一段１８７號二樓之２,111/07/18,華廈(10層含以下有電梯),二層/七層,房地(土地+建物)+車位,2房1廳1衛,2
2820,59.4,47.44,31,0,臺北市北投區石牌路二段３２４巷３號五樓,111/07/17,華廈(10層含以下有電梯),五層/六層,房地(土地+建物),4房2廳2衛,2
908,71.3,12.74,14,0,臺北市北投區石牌路二段３１５巷２８弄１６號三樓,111/07/17,華廈(10層含以下有電梯),三層/七層,房地(土地+建物),1房1廳1衛,2
1255,50.6,24.78,11,120,臺北市北投區知行路２５５號二樓,111/07/15,華廈(10層含以下有電梯),二層/十層,房地(土地+建物)+車位,2房2廳1衛,2
1050,70.6,14.87,24,0,臺北市北投區三合街二段４５４號十三樓,111/07/11,住宅大樓(11層含以上有電梯),十三層/十八層,房地(土地+建物),2房2廳1衛,2
1165,82.3,14.16,14,0,臺北市北投區石牌路二段３１５巷２８弄１６號五樓之３,111/07/09,華廈(10層含以下有電梯),五層/七層,房地(土地+建物),1房1廳1衛,2
1630,64.3,37.26,13,130,臺北市北投區光明路２４２號十七樓之６,111/07/08,住宅大樓(11層含以上有電梯),十七層/十九層,房地(土地+建物)+車位,未知,2
470,46.3,10.15,25,0,臺北市北投區知行路３３６號五樓之７,111/07/08,住宅大樓(11層含以上有電梯),五層/十三層,房地(土地+建物),1房1廳1衛,2
2835,47.6,59.54,7,0,臺北市北投區公館路１６１巷２９號五樓,111/07/05,華廈(10層含以下有電梯),五層/五層,房地(土地+建物)+車位,2房1廳2衛,2
1366,48.6,33.74,1,200,臺北市北投區稻香路１８６號三樓之５,111/07/04,華廈(10層含以下有電梯),三層/五層,房地(土地+建物)+車位,2房2廳1衛,2
3800,67.8,56.03,5,0,臺北市北投區三合街一段３８號八樓,111/07/04,華廈(10層含以下有電梯),八層/十層,房地(土地+建物)+車位,2房2廳2衛,2
2215,53.9,41.1,7,0,臺北市北投區致遠一路一段７５號五樓,111/06/30,華廈(10層含以下有電梯),五層/八層,房地(土地+建物)+車位,1房2廳1衛,2
520,73,7.13,26,0,臺北市北投區吉利街１２３巷２０號六樓,111/06/29,華廈(10層含以下有電梯),六層/八層,房地(土地+建物),1房1廳1衛,2
1850,53.3,35.95,38,350,臺北市北投區中山北路七段２１９巷３弄１９５號二樓,111/06/27,華廈(10層含以下有電梯),二層/七層,房地(土地+建物)+車位,2房2廳2衛,2
1630,50.3,32.39,15,0,臺北市北投區中央北路四段１６８號二樓,111/06/25,華廈(10層含以下有電梯),二層/五層,房地(土地+建物),3房2廳1衛,2
690,35,19.73,24,0,臺北市北投區泉源路３４號九樓之２,111/06/24,華廈(10層含以下有電梯),九層/十層,房地(土地+建物),1房1廳1衛,2
2428,47.9,50.7,13,0,臺北市北投區公館路２０９巷１４號三樓之１,111/06/24,華廈(10層含以下有電梯),三層/七層,房地(土地+建物)+車位,3房2廳2衛,2
3800,66.6,57.09,6,0,臺北市北投區三合街一段３６巷５號六樓,111/06/23,華廈(10層含以下有電梯),六層/九層,房地(土地+建物)+車位,3房2廳2衛,2
3005,47.6,63.17,7,0,臺北市北投區公館路１６１巷２９號四樓,111/06/22,華廈(10層含以下有電梯),四層/五層,房地(土地+建物)+車位,3房2廳2衛,2
3270,47.8,68.37,7,0,臺北市北投區公館路１６１巷２１號四樓,111/06/22,華廈(10層含以下有電梯),四層/五層,房地(土地+建物)+車位,4房2廳2衛,2
2050,74.8,28.97,14,180,臺北市北投區尊賢街２３９巷７號六樓之１,111/06/22,華廈(10層含以下有電梯),六層/七層,房地(土地+建物)+車位,2房2廳1衛,2
1520,42.4,39.31,13,150,臺北市北投區幽雅路７號五樓之１６,111/06/22,住宅大樓(11層含以上有電梯),五層/十三層,房地(土地+建物)+車位,1房2廳1衛,2
1468,56.5,35.36,15,150,臺北市北投區雙全街２０號三樓之５,111/06/21,住宅大樓(11層含以上有電梯),三層/十三層,房地(土地+建物)+車位,2房2廳1衛,2
620,51.2,12.12,17,0,臺北市北投區溫泉路３７巷２８號二樓之３,111/06/18,住宅大樓(11層含以上有電梯),二層/十三層,房地(土地+建物),1房1廳1衛,2
2000,67.4,37.26,1,210,臺北市北投區稻香路１６１巷１６弄２之２號四樓,111/06/14,華廈(10層含以下有電梯),四層/五層,房地(土地+建物)+車位,2房2廳1衛,2
2188,63.1,34.65,13,0,臺北市北投區北投路一段８５號四樓,111/06/12,住宅大樓(11層含以上有電梯),四層/十三層,房地(土地+建物)+車位,3房2廳2衛,2
2406,53.6,44.89,21,200,臺北市北投區清江路１７７巷２２號十樓,111/06/11,華廈(10層含以下有電梯),十層/十層,房地(土地+建物)+車位,3房2廳2衛,2
2696,64.6,41.72,2,0,臺北市北投區奇岩路２４１巷７弄１０號,111/06/10,華廈(10層含以下有電梯),一層/五層,房地(土地+建物),3房1廳2衛,2
2000,84.1,28.26,7,180,臺北市北投區明德路２９２號七樓,111/06/08,華廈(10層含以下有電梯),七層/九層,房地(土地+建物)+車位,1房1廳1衛,2
2980,47.3,63.03,17,0,臺北市北投區大同街２３２號二樓之２,111/06/07,住宅大樓(11層含以上有電梯),二層/十四層,房地(土地+建物)+車位,4房2廳2衛,2
3060,49.3,62.13,16,0,臺北市北投區新興路１５３號三樓,111/06/06,華廈(10層含以下有電梯),三層/八層,房地(土地+建物)+車位,4房2廳2衛,2
538,53.3,10.1,25,0,臺北市北投區知行路３３６號四樓之７,111/06/06,住宅大樓(11層含以上有電梯),四層/十三層,房地(土地+建物),1房1廳1衛,2
1000,69.1,14.47,24,0,臺北市北投區三合街二段４５６號四樓之１,111/06/04,住宅大樓(11層含以上有電梯),四層/十八層,房地(土地+建物),2房1廳1衛,2
408,49,8.32,14,0,臺北市北投區新民路５３之１號四樓之６,111/06/04,華廈(10層含以下有電梯),四層/十層,房地(土地+建物),1房1廳1衛,2
760,55,13.82,24,0,臺北市北投區泉源路３４號四樓,111/06/01,華廈(10層含以下有電梯),四層/十層,房地(土地+建物),2房1廳1衛,2
1395,55.4,25.17,25,0,臺北市北投區珠海路１０９巷２４號三樓,111/05/31,華廈(10層含以下有電梯),"三層,電梯樓梯間/七層",房地(土地+建物),2房2廳1衛,2
3200,64.8,55.48,1,79,臺北市北投區大同街２２８巷６６號六樓,111/05/30,華廈(10層含以下有電梯),六層/七層,房地(土地+建物)+車位,3房2廳2衛,2
2460,59.3,41.5,7,0,臺北市北投區三合街一段８２巷７８號四樓,111/05/29,華廈(10層含以下有電梯),四層/八層,房地(土地+建物)+車位,2房2廳1衛,2
1750,67.6,25.89,8,0,臺北市北投區中央北路一段１６１號八樓,111/05/29,住宅大樓(11層含以上有電梯),八層/十二層,房地(土地+建物),2房2廳1衛,2
2550,55.9,45.63,26,0,臺北市北投區承德路七段３９０號十三樓之１,111/05/28,住宅大樓(11層含以上有電梯),"十三層,電梯樓梯間/二十三層",房地(土地+建物)+車位,3房2廳1衛,2
1300,64.3,20.2,22,200,臺北市北投區明德路２８６號四樓之１,111/05/28,華廈(10層含以下有電梯),四層/十層,房地(土地+建物)+車位,1房1廳1衛,2
1380,48.5,28.48,22,0,臺北市北投區泉源路５２號十一樓之２,111/05/25,住宅大樓(11層含以上有電梯),十一層/十三層,房地(土地+建物),2房2廳2衛,2
1862,51.6,36.07,7,0,臺北市北投區公館路１６１巷３號四樓,111/05/25,華廈(10層含以下有電梯),四層/七層,房地(土地+建物)+車位,2房2廳1衛,2
1638,62.1,26.36,19,0,臺北市北投區中山路３號十二樓之６,111/05/24,住宅大樓(11層含以上有電梯),十二層/二十五層,房地(土地+建物),未知,2
2500,51.4,48.64,15,200,臺北市北投區尊賢街２３０巷１５號三樓,111/05/23,華廈(10層含以下有電梯),三層/六層,房地(土地+建物)+車位,3房2廳2衛,2
2600,62.4,41.68,15,0,臺北市北投區光明路２２號三樓之１,111/05/23,住宅大樓(11層含以上有電梯),三層/二十九層,房地(土地+建物)+車位,3房2廳1衛,2
1720,47.8,35.47,18,120,臺北市北投區稻香路１６１巷７號八樓、７號八樓之１,111/05/23,住宅大樓(11層含以上有電梯),八層/十一層,房地(土地+建物)+車位,2房2廳2衛,2
2100,41.8,50.25,9,0,臺北市北投區中央北路四段３０巷１８號六樓,111/05/22,華廈(10層含以下有電梯),六層/六層,房地(土地+建物),3房2廳2衛,2
3638,55,66.1,8,0,臺北市北投區行義路１５４巷１１之１號五樓,111/05/19,華廈(10層含以下有電梯),"五層,見其他登記事項/五層",房地(土地+建物)+車位,5房2廳4衛,2
2180,65.2,33.44,7,0,臺北市北投區三合街一段８２巷１０３號七樓,111/05/15,華廈(10層含以下有電梯),七層/九層,房地(土地+建物)+車位,1房1廳1衛,2
1438,58.6,27.97,14,150,臺北市北投區中央北路三段４０巷１９弄１１之３號,111/05/14,住宅大樓(11層含以上有電梯),一層/十一層,房地(土地+建物)+車位,2房2廳1衛,2
2150,71.3,35.21,15,250,臺北市北投區石牌路二段３１５巷１０弄７之１號八樓之１,111/05/14,華廈(10層含以下有電梯),八層/十層,房地(土地+建物)+車位,3房2廳1衛,2
1900,62.1,30.58,19,0,臺北市北投區中山路３號十一樓之８,111/05/14,住宅大樓(11層含以上有電梯),十一層/二十五層,房地(土地+建物),未知,2
520,56.3,9.24,14,0,臺北市北投區新民路５３之１號五樓之２,111/05/09,華廈(10層含以下有電梯),五層/十層,房地(土地+建物),未知,2
1388,56.6,24.51,14,0,臺北市北投區大度路三段２９７號四樓之３,111/05/08,住宅大樓(11層含以上有電梯),四層/十四層,房地(土地+建物),2房1廳1衛,2
995,59.4,16.76,25,0,臺北市北投區石牌路二段３１５巷２７號三樓,111/05/07,華廈(10層含以下有電梯),三層/五層,房地(土地+建物),1房1廳1衛,2
760,76.9,9.88,27,0,臺北市北投區天母北路１０５巷１５弄１之７號,111/05/07,住宅大樓(11層含以上有電梯),一層/十一層,房地(土地+建物),1房1廳1衛,2
2500,50.3,49.67,8,0,臺北市北投區中央北路四段５８３巷１０號四樓,111/05/06,華廈(10層含以下有電梯),四層/五層,房地(土地+建物)+車位,3房2廳2衛,2
1575,82.6,19.06,8,0,臺北市北投區致遠一路一段７８號四樓之１,111/05/03,華廈(10層含以下有電梯),四層/七層,房地(土地+建物),1房1廳1衛,2
1485,59.7,24.87,28,0,臺北市北投區行義路１０巷２號三樓之５,111/05/02,住宅大樓(11層含以上有電梯),三層/十四層,房地(土地+建物),2房1廳1衛,2
4050,69.2,58.56,9,0,臺北市北投區文林北路１０號六樓之１,111/05/02,住宅大樓(11層含以上有電梯),六層/十四層,房地(土地+建物),3房2廳2衛,2
