add,date,amount,price,area,type,age,floor.height,subject,pattern,car,use,lon,lat
臺北市中正區羅斯福路二段７０號八樓之８,111/07/21,1240,95.6,12.97,住宅大樓(11層含以上有電梯),33,八層/十二層,房地(土地+建物),2房1廳1衛,0,住家用,121.5220187,25.0272722
臺北市中正區連雲街１５號三樓,111/07/18,3390,105.8,34.17,華廈(10層含以下有電梯),15,三層/七層,房地(土地+建物)+車位,2房2廳1衛,250,住家用,121.5319824,25.0368258
臺北市中正區水源路３７之２號九樓,111/07/18,2200,62.1,35.43,住宅大樓(11層含以上有電梯),4,九層/十三層,房地(土地+建物)+車位,2房1廳1衛,0,住家用,121.5238594,25.0188476
臺北市中正區師大路１７０號二樓之２,111/07/17,1270,64.8,19.6,住宅大樓(11層含以上有電梯),45,二層/十二層,房地(土地+建物),2房2廳1衛,0,住家用,121.5255002,25.0212124
臺北市中正區泉州街１８巷２號四樓,111/07/16,1145,55.3,20.71,公寓(5樓含以下無電梯),44,四層/五層,房地(土地+建物),4房2廳3衛,0,住家用,121.5139523,25.0269169
臺北市中正區新生南路一段５４巷９號三樓,111/07/16,2590,93.2,27.8,公寓(5樓含以下無電梯),47,三層/四層,房地(土地+建物),2房2廳1衛,0,住家用,121.5319867,25.0413768
臺北市中正區忠孝西路一段５０號二十二樓之２６,111/07/16,1640,89,18.43,住宅大樓(11層含以上有電梯),32,二十二層/二十七層,房地(土地+建物),0房1廳1衛,0,住家用,121.51583,25.046222
臺北市中正區汀州路二段２８５號六樓,111/07/15,1880,85.3,22.04,華廈(10層含以下有電梯),51,六層/六層,房地(土地+建物),4房4廳2衛,0,住家用,121.5244033,25.0220661
臺北市中正區南昌路一段１２４號八樓之２,111/07/15,1480,134.7,10.99,住宅大樓(11層含以上有電梯),14,八層/十四層,房地(土地+建物),1房1廳1衛,0,住家用,121.5182424,25.0296505
臺北市中正區汀州路三段６８號七樓,111/07/14,488,67.3,7.25,華廈(10層含以下有電梯),9,七層/十層,房地(土地+建物)+車位,3房2廳2衛,0,住家用,121.5317961,25.0152675
臺北市中正區中華路二段４０９巷７弄４號,111/07/11,730,83.4,8.76,公寓(5樓含以下無電梯),60,一層/三層,房地(土地+建物),1房1廳1衛,0,住家用,121.5083836,25.0262997
臺北市中正區重慶南路三段４５號十九樓,111/07/11,10446,166,72.65,住宅大樓(11層含以上有電梯),1,十九層/二十一層,房地(土地+建物)+車位,3房2廳2衛,355,住家用,121.5159196,25.0281983
臺北市中正區和平西路二段７８號三樓之３,111/07/10,1225,81,15.13,華廈(10層含以下有電梯),42,三層/七層,房地(土地+建物),1房0廳1衛,0,住家用,121.5111177,25.0293405
臺北市中正區同安街６６號四樓之５,111/07/10,1380,72.7,18.98,華廈(10層含以下有電梯),25,四層/七層,房地(土地+建物)+車位,3房1廳1衛,0,住家用,121.5208828,25.0231289
臺北市中正區南昌路二段２０２巷８號九樓,111/07/09,3000,103.8,28.89,華廈(10層含以下有電梯),17,九層/九層,房地(土地+建物),3房2廳2衛,0,住家用,121.5238621,25.0238829
臺北市中正區羅斯福路二段１號七樓之１,111/07/08,3066,85.8,35.72,住宅大樓(11層含以上有電梯),34,七層/十二層,房地(土地+建物),3房2廳2衛,0,住家用,121.520847,25.0296069
臺北市中正區中華路二段３１５巷４弄１之１號,111/07/05,835,63.8,13.09,華廈(10層含以下有電梯),42,一層/七層,房地(土地+建物),1房1廳1衛,0,住家用,121.5071002,25.0280783
臺北市中正區惠安街５號二樓之５,111/07/05,800,60.6,13.2,華廈(10層含以下有電梯),42,二層/七層,房地(土地+建物),2房1廳1衛,0,住家用,121.5073651,25.0285635
臺北市中正區中華路一段７號三樓之９,111/07/04,2714,74.4,36.5,住宅大樓(11層含以上有電梯),7,三層/十五層,房地(土地+建物),2房1廳1衛,0,住家用,121.5103584,25.0470535
臺北市中正區羅斯福路二段８巷８號九樓之１,111/07/04,3535,138,25.62,華廈(10層含以下有電梯),11,九層/九層,房地(土地+建物),2房2廳2衛,0,住家用,121.5203973,25.0287273
臺北市中正區汀州路三段６７號十樓,111/07/04,4108,117.9,43.94,住宅大樓(11層含以上有電梯),4,十層/十二層,房地(土地+建物)+車位,0房0廳1衛,350,住家用,121.528255,25.018025
臺北市中正區仁愛路一段２３巷８號四樓之１,111/07/04,2930,129.4,26.47,華廈(10層含以下有電梯),5,四層/七層,房地(土地+建物)+車位,2房2廳1衛,200,住家用,121.5232812,25.0398013
